avg_color,mass,brightness,contrast,motion
"[40.728278958067584, 38.30645969935831, 58.64130915427703]",2321565,44.64608453244579,73.91738795515518,0.17402946949005127
"[40.80459750428491, 38.39892360142297, 58.741093538245444]",2321597,44.73916221151546,74.02740290602858,0.17408248782157898
"[40.62779329260995, 38.17314583914619, 58.597364775988574]",2322521,44.54317957041215,73.80403009413578,0.11807884275913239
"[40.65902180574377, 38.27599070023511, 58.63768752740358]",2321993,44.619366081393494,73.88224848353943,0.11823134869337082
"[40.67354848433508, 38.143025612344516, 58.68618182746725]",2320537,44.55724599410077,73.82339014154081,0.16540691256523132
"[40.882820596500245, 38.35078990702724, 58.899822624362265]",2318203,44.7679443359375,74.07501958641852,0.1609557718038559
"[40.864820830676, 38.28521915357936, 58.89793707399941]",2317983,44.726947706572865,74.04915816870732,0.11418329179286957
"[41.06514195033505, 38.621563347018785, 59.13830971231298]",2316625,45.0218745640346,74.28198080725174,0.11397501081228256
"[40.75073522450968, 38.132275328344214, 58.86931594537231]",2317669,44.614826435945474,73.89934760327608,0.20186138153076172
"[40.69052373146523, 38.09271738480549, 58.82638144979666]",2318251,44.57263121312978,73.83078277470186,0.20520032942295074
"[40.61569058165262, 37.940085586236485, 58.803590112803]",2318015,44.467238757075094,73.71698586080723,0.19788922369480133
"[40.703545706612644, 38.12684755909196, 58.929577574437936]",2316682,44.62502366669324,73.90328439401912,0.1983136534690857
"[40.73715614785948, 38.05534238231428, 58.97025190080917]",2315939,44.59929236587213,73.8841882940953,0.13710999488830566
"[40.99441341478011, 38.38912403340254, 59.28326789700266]",2313471,44.923387488540335,74.08628612030942,0.13395720720291138
"[40.697171269630886, 37.935473383689335, 58.97199825364715]",2314841,44.52454640913983,73.76583152360318,0.20640899240970612
"[40.647792271205375, 37.924347235232005, 58.9219341667331]",2315376,44.496834579779176,73.70685457521446,0.2063104808330536
"[40.604053108059624, 37.762143193458996, 58.89288236656966]",2314991,44.387674759845346,73.57539452985866,0.14202691614627838
"[40.71431031519052, 37.90726548798228, 58.9997620874521]",2314290,44.51767466019611,73.71954124789589,0.13800738751888275
"[40.78342951560507, 37.89570711096935, 59.079762984295236]",2312584,44.542344073860015,73.75498611054626,0.20121484994888306
"[41.11501421247241, 38.384852818080596, 59.48194511569293]",2311522,44.99719829948581,74.02936384140727,0.20066821575164795
"[40.831549508231014, 37.8099449313416, 59.137267755002334]",2312685,44.51514263542331,73.69286025698418,0.20954594016075134
"[40.794838730169836, 37.763051558514064, 59.0920329191246]",2313600,44.46994983906649,73.60413274363603,0.21186085045337677
"[40.721149055325306, 37.5844327965561, 59.02208351602367]",2313827,44.33494536730708,73.44552711162369,0.14564333856105804
"[40.82038723692598, 37.716907111965895, 59.10325186593195]",2313713,44.44886966627471,73.57123078838356,0.14173750579357147
"[40.941904496173386, 37.684020373286025, 59.201890595105205]",2313301,44.47273877202248,73.61019862449271,0.20228436589241028
"[41.328134342115845, 38.10844763930968, 59.61803047024485]",2312204,44.89787105638154,73.85937596231027,0.19676025211811066
"[41.0717736069037, 37.684452290437676, 59.26406455526548]",2313538,44.50672009526467,73.63708540917379,0.14199061691761017
"[41.09740556989391, 37.72540999431998, 59.25274938466589]",2314299,44.53063466597577,73.64692141285015,0.1382886916399002
"[41.07157461983815, 37.48882184709822, 59.171853824537656]",2314756,44.36418182995855,73.4157609079264,0.19087307155132294
"[41.20570716079396, 37.58914963079952, 59.25301719198422]",2314669,44.46331444565131,73.50192974688788,0.19038064777851105
"[41.319538972815614, 37.56898965640948, 59.327094876036355]",2314165,44.48678993692204,73.53577088203907,0.19130203127861023
"[41.69317844935858, 38.00505626444939, 59.68780112753126]",2313510,44.89828366649394,73.83028017497904,0.1846611201763153
"[41.519492635921516, 37.598706303810516, 59.45622627102601]",2313905,44.56519706881776,73.60659509136921,0.11207733303308487
"[41.57198193608495, 37.640399232202604, 59.47339489995222]",2314222,44.601203762755105,73.62567871471775,0.10685182362794876
"[41.424735244439596, 37.395554211674906, 59.30508516272722]",2314946,44.389795731525034,73.36820414914776,0.15766863524913788
"[41.48368368343434, 37.48175017687743, 59.322071620396216]",2315126,44.452306942063935,73.43122526819431,0.1552627682685852
"[41.524785255899225, 37.36623958665497, 59.343580596301]",2314501,44.39555639150191,73.3642688091991,0.10573748499155045
"[41.73002904775193, 37.540473159478644, 59.523538706254]",2313847,44.57530804069675,73.56317243020642,0.10225488990545273
"[41.68914047552618, 37.38509384466675, 59.46718768684227]",2313993,44.46201775998485,73.43259297897917,0.14942440390586853
"[41.80281751983013, 37.54387898347814, 59.56041951082201]",2313692,44.59632530990912,73.5828526405137,0.14791885018348694
"[41.72462369957749, 37.32804559201611, 59.47958342883042]",2313964,44.43625345035475,73.37773711275874,0.1555095613002777
"[41.81171432806518, 37.43165619519291, 59.544890111806446]",2313988,44.52697411362006,73.46187208682665,0.14950886368751526
"[41.763130343690236, 37.30828701719951, 59.4860743308554]",2314155,44.43099321637835,73.35729212561375,0.10587039589881897
"[41.87162874182887, 37.49775758081558, 59.58408246721554]",2313921,44.58423910335619,73.53230402162372,0.10304059833288193
"[41.84131233059632, 37.33481738032132, 59.52481577347737]",2314240,44.467104542012116,73.39383325983586,0.16177846491336823
"[42.03777359942993, 37.48620449766829, 59.67771413374924]",2313898,44.624902841996175,73.56588627306863,0.15605942904949188
"[41.9744390370895, 37.32803002182321, 59.5986848169443]",2314301,44.500496377750316,73.42159401196612,0.11659663915634155
"[42.11766519351885, 37.49085157744743, 59.718015086894184]",2313976,44.64879966268734,73.58193700888721,0.11192142963409424
"[41.9173160475127, 37.24965091627466, 59.48867424166928]",2315127,44.41527323820153,73.29671362274628,0.16714999079704285
"[42.01686158472167, 37.30420606963485, 59.53532845633368]",2315182,44.47302308374522,73.34636791527778,0.15716645121574402
"[41.8369819485411, 37.16865913235416, 59.36448762854762]",2316423,44.321236123844066,73.18297128545207,0.02382577210664749
